,Title
6483,"Gallerie der Welt, in einer bildlichen und beschreibenden Darstellung von merkwürdigen Ländern: von Völkern "
6484,"The Runaway, a comedy [in five acts and in prose, by H"
6485,Notes on the “History of New Zealand
6486,"Poems and other writings, by the late E"
6487,Poems 
6488,The Harbours of England 
6489,Precious Thoughts: moral and religious
6490,The Ruskin Birthday Book
6491,Thoughts of Beauty and Words of Wisdom from the writings of John Ruskin
6492,"Melchior Russen, Ritters von Lucern, Eidgenössische Chronik; geschrieben im Jahre 1482, und zum Erstenmale herausgegeben 1832 von J"
6493,The Orchid Seekers: a story of adventure in Borneo
6494,"Kett's Rebellion in Norfolk; being a history of the great civil commotion that occurred at the time of the Reformation, in the reign of Edward VI"
6495,Reminiscences of Yarrow 
6496,Reminiscences of Yarrow
6497,[The History of Modern Europe 
6498,"The Crimea, 1854-55"
6499,The Prince of Wales' Tour: a diary in India; with some account of the visits 
6500,A Visit to Chile and the nitrate fields of Tarapacá 
6501,"The “Russia's Hope,” or Britannia no longer rules the waves "
6502,"A Sketch of the Internal Condition of the United States of America, and of their political relations with Europe"
6503,A Russian [F
6504,"The Russian Prophecy, a poem, occasioned by a remarkable phœnomenon in the heavens, observed in Russia, February 19, 1785"
6505,The Russians of To-day
6506,The Autobiography of Mark Rutherford and Mark Rutherford's Deliverance
6507,[The Autobiography of Mark Rutherford and Mark Rutherford's Deliverance
6508,[The Autobiography of Mark Rutherford and Mark Rutherford's Deliverance
6509,Catharine Furze
6510,Clara Hopgood
6511,Mark Rutherford's Deliverance
6512,[The Revolution in Tanner's Lane
6513,History of the Town of Newburgh
6514,"History of Orange County, New York, with illustrations and biographical sketches, etc"
6515,Gordon Songs and Sonnets
6516,William Pitt (Chatham) und Graf Bute
6517,"Under the Red Crescent: adventures of an English surgeon with the Turkish army at Plevna and Erzeroum, 1877-1878"
6518,The Heart of Tipperary
6519,Roman Days [comprising “Romerska Dagar” and “Romerska Sägner om Apostlarne Paulus och Petrus
6520,"Une Chronique suisse inédite du XVIme siècle, Circkell der Eidtgnoschaft "
6521,Thalatta! or the Great Commoner: a political romance
6522,A Tour in Teesdale
6523,"[A Ryght Pithy, Pleasaunt anp [sic] merie Comedie: Intytuled Gammer gurtons Nedle: Played on Stage, not longe ago in Christes Colledge in Cambridge"
6524,The Court of Apollo; with other pieces of original poetry; also some specimens of translation from the minor Greek Poets
6525,"Socrates, a tragedy in five acts; written 1814"
6526,Wild Thyme gathered on the Mountains of Israel
6527,Leaves from a Diary in Lower Bengal
6528,Cupid's Whirligig
6529,"The Hand of God: a fragment, and other poems"
6530,Six Weeks in South America
6531,The History of a Pin
6532,Ezra
6533,Italy Re-visited: a series of pictures
6534,[Fragments in Prose and Verse: by a young lady lately deceased (Elizabeth S- [i
6535,[Fragments in Prose and Verse: by a young lady lately deceased (Elizabeth S- [i
6536,[Fragments in Prose and Verse: by a young lady lately deceased (Elizabeth S- [i
6537,[Fragments in Prose and Verse: by a young lady lately deceased (Elizabeth S- [i
6538,Glimpses of ancient Hackney and Stoke Newington
6539,"A Fortnight in the Famine Country of Bengal, etc"
6540,"Aus Böhmen nach Italien, Marz 1848"
6541,Ceylon
6542,Lines in Memory of T
6543,The Land of Promise: being an authentic and impartial History of the rise and progress of the new British Province of South Australia 
6544,Guerndale
6545,Floral Poetry and the language of flowers
6546,The Lay of the Lincoln's Inn Legion
6547,"Lympsfield and its environs, being a series of views, with descriptions, of that village "
6548,Illustrated Songs and Hymns for the little ones
6549,"An Epistle from a Country Parson, to a Residentiary of St"
6550,A River Holiday
6551,Ostatnie chwile powstania styczniowego [in Poland]
6552,Greenland: being extracts from a journal kept in that country in 
6553,Viaje del capitán P
6554,Reise in Syrien und Mesopotamien 
6555,Essais sur l'Histoire de Péronne
6556,The Curate of Sadbrooke
6557,The State papers and Letters of Sir Ralph Sadler
6558,"Las Mujeres Españolas, Americanas y Lusitanas, pintadas por sí mismas "
6559,Safar Nameh
6560,Los últimos cuatro años de la dominacion española en el antiguo vireinato del Rio de la Plata 26 de Junio de 1806 hasta 25 de Mayo de 1810
6561,St
6562,The St
6563,Histoire de Saint-Bonnet-le-Chateau 
6564,"Histoire de Saint-Calais et de ses environs, par un Membre de l'Institut des Provinces de France, etc"
6565,The Registers of the Parish of St
6566,"Memorials of Stepney Parish; that is to say the Vestry Minutes from 1579 to 1662, now first printed, with an introduction and notes; to which is appended a reprint of Gascoyne's map of the parish, 1703 "
6567,"Registres consulaires de Saint-Flour en langue romane avec résumé français, 1376-1405"
6568,The Exile of Saint Helena
6569,Twenty four Views in St
6570,"Évesché de Saint-Malo, anciennes réformations"
6571,The Vestry Minute Book of the parish of St
6572,The Handbook of the Parish of Saint Mary 
6573,"Cartulaire municipal de Saint-Maximin, suivi de documents puisés dans les archives de cette ville; publié par M"
6574,St
6575,Domaine de la Couronne
6576,A Fellow of Trinity
6577,"The Buried City of Jerusalem, and general Exploration of Palestine: a popular exposition of recent discoveries made by "
6578,The Island of St
6579,Algeria in 1845
6580,The Works of the Right Hon
6581,Dicks' English Library of Standard Works: containing 
6582,La Seine à travers Paris
6583,Spring: a descriptive poem
6584,Lyon
6585,Le Département des Bouches-du-Rhône de 1800 à 1810
6586,Margaret Forster
6587,"A Narrative of the expedition to Algiers in the year 1816, under the command of "
6588,Ungarn im Zeitalter der Türkenherrschaft 
6589,Historia de la Confederación Argentina
6590,Un Coin de la Champagne et du Valois au XVIIe siècle
6591,Vito Faenza
6592,Notice sur Chilly-Mazarin 
6593,"History of Saline County, Missouri"
6594,"A descriptive and Historical account of Old and New Sarum, or Salisbury"
6595,"[The History of Catiline's Conspiracy, and the Jugurthine War "
6596,The Catiline and Jugurtha of Sallust
6597,"A Review of the Origin, Progress and Result of the "
6598,"My Diary in Mexico in 1867, including the last days of the Emperor Maximilian; with leaves from the diary of the Princess Salm-Salm, etc"
6599,"Dictionnaire géographique, historique et archéologique de l'arrondissement de Nérac "
6600,"Samson: an oratorio [altered and adapted to the stage from the Samson Agonistes of Milton, by N"
6601,"Somerville, past and present"
6602,"India, Past and Present, historical, social and political "
6603,The trial and conviction of C
6604,"Wirral Notes and Queries, being local gleanings, historical and antiquarian, relating to the Hundred of Wirral, from many sources"
6605,The Spinsters of Sandham
6606,"The Loves of the Saints; or, the diverting History of Sandy [i"
6607,"The Burmese Empire a hundred years ago, as described by Father Sangermano"
6608,The Great Unbled
6609,Facts against Assertion: or the third edition of Mr
6610,"A Refutation of a pamphlet, entitled “A Defence of an Appeal, etc"
6611,"Reply to an Appeal, etc"
6612,"Santo Sebatiano, or the Heiress of Montalvan"
6613,"Sarah, the Quaker, to Lothario lately deceased, on meeting him in the Shades"
6614,Petites Erreurs et petites ignorances
6615,A Book of Ballads 
6616,Frankreich
6617,Mexico
6618,Codice degli Statuti della Repubblica di Sassari (promulgati nel MCCCXVI)
6619,[Satyr to his Muse
6620,"Saturnalia, or Beaconsfield at the vote of censure"
6621,"An Account of a geographical and astronomical expedition to the northern parts of Russia, performed by "
6622,Festival of Song: a series of Evenings with the Poets
6623,"Songs, Sonnets, and miscellaneous poems of John and Mary Saunders"
6624,"Histoire de la ville de Malaucène et de son territoire, ornée de cartes, plans, etc"
6625,Sir Thomas Overbury: a tragedy
6626,A Guide to the 
6627,[A Guide to the Cathedral and College of 
6628,"[Il Famoso Caso di Sciacca, succeduto tra G"
6629,Narrative of a Voyage to Senegal in 1816; comprising an account of the Shipwreck of the Medusa 
6630,Facts and Figures from Italy
6631,Conférences et lettres de P
6632,Old Brighton 
6633,"The Saxon in Ireland: or, the rambles of an Englishman in search of a settlement in the West of Ireland"
6634,Johann Friedrich's des Grossmüthigen Stadtordnung für Jena [of 1540] 
6635,The History of Gibraltar and of its political relation to events in Europe; from the commencement of the Moorish dynasty in Spain to the last Morocco War
6636,"Sayer's History of Westmoreland, containing the substance of all the remarkable events recorded by Burn and Nicolson, together with a variety of "
6637,Prize Poems and others 
6638,[Wise Sayings of the Great and Good
6639,Toronto: past and present: historical and descriptive
6640,Hartford in the olden time: its first thirty years
6641,Poetical Sketches of Scarborough [By J
6642,"Scarsdale; or, Life on the Lancashire and Yorkshire border, thirty years ago"
6643,A Library of Religious Poetry
6644,Humanität und Christenthum im ihrer geschichtlichen Entwickelung; oder Philosophie der Geschichte aus christlichem Geschichtspunkte 
6645,Reisen in Central-Afrika von Mungo Park bis auf Dr
6646,La Belgique et les Pays-Bas avant et pendant la domination romaine
6647,[La Belgique et les Pays-Bas avant et pendant la domination romaine
6648,The Monk of St
6649,The Toast
6650,F
6651,"A correct view of that part of the United States which lies west of the Allegany Mountains, with regard to religion and morals"
6652,Reise der österreichischen Fregatte Novara um die Erde in den Jahren 1857-1859 unter den Befehlen des Commodore B
6653,Smyrna
6654,"La Province de Smyrne, considérée au point de vue géographique, économique et intellectuel par C"
6655,"Wanderungen durch die mittel-amerikanischen Freistaaten Nicaragua, Honduras und San Salvador"
6656,On Measurements as a diagnostic means for distinguishing the human races
6657,[G
6658,The History of the Thirty Years' War in Germany
6659,"Die Berner Chronik des Diebold Schilling, 1468-1484 "
6660,"Minnen ur Sveriges nyare historia, samlade af B"
6661,Mittheilungen aus den nachgelassenen Papieren eines preussischen Diplomaten (C
6662,"The Philosophy of History, in a course of lectures delivered at Vienna "
6663,Schleiermacher's Introductions to the Dialogues of Plato
6664,Saunterings in and about London
6665,Topographie des Herzogthums Schleswig
6666,Erd- und Völkerkunde in Bildern und Zusammentstellungen
6667,"Geschichte von Nassau von den ältesten Zeiten bis auf die Gegenwart, auf der Grundlage urkundlicher Quellenforschung von F"
6668,F
6669,[F
6670,Das Bihar-Gebirge an der Grenze von Ungarn und Siebenbürgen
6671,Geschichte der Stadt Weipert
6672,Der siebenjährige Krieg
6673,Abhandlungen zur alten Geschichte 
6674,Geschichte der deutschen Verfassungsfrage während der Befreiungskriege und des Wiener Kongresses 1812 bis 1815 von W
6675,"Paris pendant la Révolution d'après les rapports de la police secrète, 1789-1800"
6676,Die Aufzeichnungen des rigaschen Rathssecretärs Johann Schmiedt zu den Jahren 1558-1562
6677,"[A History of Greece, from the earliest times to the destruction of Corinth, B"
6678,"[A History of Greece, from the earliest times to the destruction of Corinth, B"
6679,"Les Canons rayés, historique de leur développement et perfectionnement actuel de cette arme"
6680,The History of the Civil War in the United States 
6681,Handbook of Metallurgy 
6682,Emin-Pascha
6683,Emin Pasha in Central Africa
6684,"Athenian Constitutional History, as represented in Grote's History of Greece, critically examined by G"
6685,Melting Snows [and other stories] 
6686,Johann Schöner 
6687,Rome 
6688,"L'Alsace illustrée; ou, recherches sur l'Alsace "
6689,"Geschichte des luxemburger Landes, nach den besten Quellen bearbeitet von J"
6690,"Annales Bingenses, das ist, Chronick oder zeitregister der uhralten statt Bingen am Rhein, von ihrem herkommen, auch wass sich in, und bey auff etliche meil umb dieselbe gegend denckwürdig zugetragen, auss alten und neüwen scribenten und Historicis zusammengetragen, und in diesse ordnung bracht durch J"
6691,A
6692,"The School for Rakes: a comedy, etc"
6693,Cap and Gown Comedy
6694,"Jena von seinem Ursprunge bis zur neuesten Zeit, nach A"
6695,"[Jena von seinem Ursprunge bis zur neuesten Zeit, nach A"
6696,Schlesien
6697,"Brandenburg-Preussens Kolonial-Politik unter dem Grossen Kurfürsten und seinen Nachfolgern, 1647-1721 "
6698,Gert's van der Schüren Chronik von Cleve und Mark
6699,Die frankfurter Landgemeinden
6700,The New Africa
6701,Geschichte der Thronentsetzung und des Todes Peter des Dritten
