,Authors	Contributors,Author,Contribututors
7110,,"STANFORD, Edward ","KEANE, Augustus Henry."
7111,,"STANHOPE, Alexander ","STANHOPE, Philip Henry "
7112,,"STANHOPE, Philip Dormer ","JUSTAMOND, John Obadiah."
7113,,"STANHOPE, Philip Henry ","PALFREY, John Gorham."
7114,,"STANHOPE, Philip Henry ","STANHOPE, James "
7115,,"STANHOPE, William ","MILLER, James "
7116,,"STANLEY, Henry Morton ","LOREAU, Henriette."
7117,,"STANLEY, Henry Morton ","KASDAGLES, Alexandros S."
7118,,"STANLEY, Henry Morton ","DOERFL, Gustav."
7119,,"STANLEY, Henry Morton ","TIEDEMAN, Frederik Hendrik Lodewijk."
7120,,"STANLEY, Henry Morton ","WOBESER, Hugo von."
7121,,"STANLEY, Henry Morton ","BOUTSINAS, Georgios S."
7122,,"STANLEY, Henry Morton ","MASSONI, Adolfo."
7123,,"STANLEY, Henry Morton ","DELGOBE, Charles Antoine."
7124,,"STANLEY, Henry Morton ","COROLEU E INGLADA, José."
7125,,"STANLEY, Henry Morton ","LEVOISIN, J. "
7126,,"STANLEY, Henry Morton ","KNOX, Thomas Wallace."
7127,,"STANLEY, Henry Morton ","Hope, Eva."
7128,,"STANLEY, Walter.","ROBINS, J."
7129,,,"BAILEY, Benjamin "
7130,,"STAPFER, Edmond.","HARWOOD, Annie "
7131,,"STAPFER, Philipp Albrecht.","JAHN, Albert."
7132,,"STARK, Archibald G.","HAYES, Michael Angelo."
7133,,"Statham, F. Reginald (Francis Reginald)","WAKEFIELD, Gilbert "
7134,,"STAUBER, Anton.","SCHÜRGER, Ferencz."
7135,,"Steenstrup, Johannes C. H. R. (Johannes Christoffer Hagemann Reinhardt)","ROBILLARD DE BEAUREPAIRE, Eugène de."
7136,,"STEFFEN, Gustaf Fredrik.","REYHER, Oscar."
7137,,"STEFFEN, Gustaf Fredrik.","IPSEN, Alfred."
7138,,"STEFFEN, Gustaf Fredrik.","REYHER, Oscar."
7139,,"STEFFEN, Gustaf Fredrik.","REYHER, Oscar."
7140,,"STEFFENSEN, Carl.","BALMER, Immanuel."
7141,,"STEIN, Christian Gottfried Daniel ","HOERSCHELMANN, Albert Theodor Ferdinand."
7142,,"STEIN, Christian Gottfried Daniel ","HOERSCHELMANN, Albert Theodor Ferdinand."
7143,,"STEMANN, Christian von ","STEMANN, Christian von "
7144,,"Stenhouse, William","Laing, David"
7145,,"STENNING, J. C.","STENNING, Alan Herbert."
7146,,,"STAPLETON, Robert "
7147,,,"Yonge, Charlotte Mary"
7148,,,"SYMONDS, afterwards DUNN, Sarah."
7149,,"STEPHEN, Leslie ","DAVIS, Henry William Carless."
7150,,"STEPHENS, Hiram B.","Cartier, Jacques."
7151,,"STEPHENS, John Lloyd.","CATHERWOOD, Frederick."
7152,,"STEPHENS, John Lloyd.","SIERRA, Justo."
7153,,"STEPHENS, Lucy H. G. ","STEPHENS, Doris G."
7154,,"STEPHENS, Robert Neilson.","YOUNG, H. de M."
7155,,"Sterne, Laurence","BLANCHARD, Edward Litt Leman."
7156,,"Sterne, Laurence","Johannot, Tony"
7157,,"STERNHOLD, Thomas ","HOPKINS, John "
7158,,"STEVENS, Benjamin Franklin.","CLINTON, Henry "
7159,,"STEVENS, H. I. ","STEVENS, A. "
7160,,"STEVENS, James ","AGER, George."
7161,,"STEVENS, John Harrington.","Robinson, Marshall."
7162,,"STEVENS, Thomas ","HIGGINSON, Thomas Wentworth."
7163,,"STEVENS, Thomas ","STANLEY, Henry Morton "
7164,,"STEVENSON, Philip L.","JANE, Frederick Thomas."
7165,,"Stevenson, Robert Louis","COLVIN, Sidney "
7166,,"Stevenson, Robert Louis","HOLE, William Brassey."
7167,,"Stevenson, Robert Louis","C., S."
7168,,"Stevenson, Robert Louis","CRAWFORD, Thomas Hamilton."
7169,,"Stevenson, Robert Louis","HENNESSY, W. J."
7170,,"Stevenson, Robert Louis","C., S."
7171,,"Stevenson, Robert Louis","PAGET, Walter."
7172,,"Stevenson, Robert Louis","C., S."
7173,,"Stevenson, Robert Louis","OSBOURNE, Lloyd."
7174,,"Stevenson, Robert Louis","OSBOURNE, Lloyd."
7175,,"Stevenson, Robert Louis","OSBOURNE, Lloyd."
7176,,"Stevenson, Robert Louis","OSBOURNE, Lloyd."
7177,,"STEWART, David ","M., A."
7178,,"Stewart, Dugald","WRIGHT, George Newenham."
7179,,"STEWART, John ","WILSON, David A. "
7180,,"STEWART, John ","MATHIAS, Thomas James."
7181,,"STEWART, Stanley ","STEWART, Ritson."
7182,,"STHENUS, Bartholomæus.","KUNISCH, Johann Gottlieb."
7183,,"STIELER, Carl ","ASSMUS, Rudolf."
7184,,"STILLÉ, Charles Janeway.","WAYNE, Anthony "
7185,,"STILLING, Harald Conradt.","PETERSEN, Magnus."
7186,,"STILLINGFLEET, Benjamin.","COXE, William "
7187,,,"BLUNT, John Henry."
7188,,,"RENWICK, Robert."
7189,,,"GIBSON, Edward Pendarves."
7190,,"STOCKS, John Edward ","BRAGG, W. B."
7191,,"STOCKTON, Frank Richard.","CLINEDINST, Benjamin West."
7192,,"STOCKTON, Frank Richard.","PARSONS, Alfred William."
7193,,"STODDARD, Richard Henry.","MORAN, Thomas "
7194,,"Stokes, Whitley","ATKINSON, Robert "
7195,,"STONE, William Leete ","HUND, August "
7196,,,"TAYLOR, Fanny Margaret."
7197,,"STONES, William ","ROFFE, Edwin."
7198,,"STORER, James Sargant.","GREIG, John "
7199,,,"HUNT, Isobel Violet."
7200,,"STORKE, Elliot G. ","BROCKETT, Linus Pierpont."
7201,,"STORY, Robert ","JAMES, John "
7202,,"STOW, John ","THOMS, William John."
7203,,"STOW, John ","MORLEY, Henry "
7204,,,"WEST, Gilbert."
7205,,"STOWE, J. M.","WOODWARD, Elisha."
7206,,,"TOZER, Henry Fanshawe."
7207,,"STRANG, John ","D., T."
7208,,,"Braddon, M. E. (Mary Elizabeth)"
7209,,,"COBB, James."
7210,,,"SCHMIDT, Charles Guillaume Adolphe."
7211,,,"MACDOUGALL, William Brown."
7212,,"STRATTON, R. B.","OATMAN, Mary Ann."
7213,,"STRATTON, William Tucker.","MARKLAND, James."
7214,,,"CHARLES, Elizabeth."
7215,,,"FROST, Arthur Burdett."
7216,,"STROBEL, Adam Walther.","ENGELHARDT, L. Heinrich."
7217,,,"ARGLES, afterwards HUNGERFORD, Margaret Wolfe."
7218,,,"SIMMONS, Hubert A."
7219,,"STUCKENBERG, Johann Ch.","STUCKENBERG, Anton."
7220,,,"MAGILL, R. "
7221,,"STURGESS, Arthur ","COLLINS, Arthur Pelham."
7222,,"STUXBERG, Anton Julius.","DE LONG, George Washington."
7223,,"SUCKLING, John ","GRAY, John "
7224,,"SUDENDORF, H.","SUDENDORF, J."
7225,,"SUDENDORF, H.","SATTLER, C."
7226,,"SUFFLING, Ernest Richard.","Jennings, Payne."
7227,,"SUFFLING, Ernest Richard.","Jennings, Payne."
7228,,,"TRASK, William Blake."
7229,,"SUFFREN SAINT TROPEZ, Pierre André de.","JURIEN DE LA GRAVIÈRE, Jean Pierre Edmond."
7230,,"SUHM, Peter Frederik.","GRAETER, Friedrich David."
7231,,"SULIMA, S.","H., K. S."
7232,,"SULIMIERSKI, Filip.","CHLEBOWSKI, Bronisław."
7233,,"SULLIVAN, Alexander Martin ","LUBY, James "
7234,,"Sullivan, John ","Eastwick, William."
7235,,"SULLIVAN, William Kirby ","O'REILLY, Joseph P."
7236,,"SUMMERS, Jeremiah William.","HAVELOCK, Henry "
7237,,"SUMNER, Mary Elizabeth ","SUMNER, George Henry "
7238,,"SUMNER, Mary Elizabeth ","SUMNER, George Henry "
7239,,,"BRASSEY, Thomas "
7240,,,"BARNARD, Frederick."
7241,,,"JORDAN, Denham."
7242,,"Surtees, Robert Smith","ALKEN, Henry Thomas."
7243,,,"SANDERSON, Roundell Palmer."
7244,,"SUSANI, Gaetano.",Francis 
7245,,,"NOYES, Thomas Herbert."
7246,,,"BAXTER, Wynne Edwin."
7247,,,"SLADER, Samuel Ernest."
7248,,"SUTCLIFFE, Halliwell.","HERING, George."
7249,,,"BENEDICT, William Addison."
7250,,,"BRACKEN, L."
7251,,"SUTTON, Robert ","MARILLIER, Ernest F."
7252,,"SVEDELIUS, Wilhelm Eric.","AFZELIUS, Lars Hezechiel."
7253,,"SWAIN, Joseph ","DE COETLOGON, Charles Edward."
7254,,"SWALLOW, George Clinton ","HAWN, F."
7255,,"SWART, Peder ","KLEMMING, Gustaf Edvard."
7256,,"SWEDERUS, Georg.","FRISCH, Carl Friedrich."
7257,,"SWEET, Alexander E. ","KNOX, J. Armoy."
7258,,"SWEET, Alexander E. ","KNOX, J. Armoy."
7259,,"SWEETSER, Moses Forster.","KING, Moses."
7260,,"ŚWIĘCKI, Tomasz.","Bartoszewicz, Julian."
7261,,"Swift, Jonathan","BIRCH, Thomas "
7262,,"Swift, Jonathan","CRAIK, Henry "
7263,,"Swift, Jonathan","CURLL, Edmund."
7264,,"Swift, Jonathan","BROWNE, Gordon Frederick."
7265,,"Swinburne, Algernon Charles.","WICKENBURG, Albrecht "
7266,,"Swinburne, Algernon Charles","MENASCI, Salomone."
7267,,"Swinton, William","NAST, Thomas."
7268,,,"WHYMPER, Edward."
7269,,,"DIMOND, William."
7270,,"SYBEL, Heinrich Carl Ludolf von.","Bradford, Gamaliel"
7271,,,"BRANNON, Philip."
7272,,"SYDOW, Friedrich von.","DOERING, Johann Michael Heinrich."
7273,,"SYLVESTER, C. ","WOOD, Emma Carolina "
7274,,"SYLVESTER, Nathaniel Bartlett.","HASBROUCK, Jonathan W."
7275,,"AMES, Richard ","GOULD, Robert."
7276,,"Symonds, John Addington","SYMONDS, afterwards VAUGHAN, Margaret."
7277,,,"PATON, Andrew Archibald."
7278,,"SYRUEILH, François de.","SIMON, Clément "
7279,,"SZALAY, László ","WOEGERER, Heinrich."
7280,,"SZEPESHÁZY, Carl von ","THIELE, J. C. von."
7281,,"SZILÁGYI, Ferencz ","NICOLA, Vasile "
7282,,"SZIRMAY, Antal.","KOVACHICH, Martin Georg."
7283,,"SZIRMAY, Antal.","KOVACHICH, Martin Georg."
7284,,T,"SOMMERVILLE, Rose."
7285,,"T., R.","TUKE, Richard."
7286,,"T., R. F.","TOWNDROW, Richard Francis."
7287,,"T., W. T.","CADE, Jack."
7288,,"Taché, Alexandre A. (Alexandre Antonin)","CAMERON, Donald Roderick."
7289,,"Tacitus, Cornelius.","Murphy, Arthur."
7290,,"Tacitus, Cornelius.","MURPHY, Arthur."
7291,,"Tacitus, Cornelius.","HOLBROOKE, George O."
7292,,"Tacitus, Cornelius.","SHEE, George."
7293,,"Tacitus, Cornelius.","BRODRIBB, William Jackson."
7294,,"Tacitus, Cornelius.","CROSSE, Charles Henry."
7295,,"Tacitus, Cornelius.","QUILL, Albert William."
7296,,"TAILLANDIER, René Gaspard Ernest ","BUNSEN, Christian Carl Josias von "
7297,,"TAILLEPIED, Noël.","FRANÇOIS, Alphonse."
7298,,"TAINE, Hippolyte Adolphe.","Doré, Gustave"
7299,,"TAINE, Hippolyte Adolphe.","DURAND, John."
7300,,"TAINE, Hippolyte Adolphe.","DURAND, John."
7301,,,"CROKER, John Wilson "
7302,,,"CROKER, John Wilson "
7303,,,"Croker, John Wilson"
7304,,"TALBERT, Émile.","Merz, Walther."
7305,,"TALBOT, Catharine.","PENNINGTON, Montagu."
7306,,"TALBOT, Charles ","Coxe, William"
7307,,,"WOTTON, William "
7308,,,"BARRETT, Eaton Stannard."
7309,,,"Brangwyn, Frank "
7310,,,"Roberts, Margaret"
7311,,"TALLEY, William.","TALLEY, Eliza."
7312,,"TAMS, Georg.","LLOYD, Hannibal Evans."
7313,,"TANCO ARMERO, Nicolas.","MOURE, Pedro Maria."
7314,,"TANCOIGNE, J. M.","BLAQUIERE, Edward."
7315,,,"BUNN, Alfred."
7316,,"TANCRED, George.","STAVERT, William James."
7317,,"TANNER, Bernhardus Leopoldus Franciscus.","IVAKIN, Ivan Mikhailovich."
7318,,"TANNER, James T.","ROSS, Adrian "
7319,,"TARBOURIECH, Amédée.","BÉNÉTRIX, Paul."
7320,,"TARDIEU, Antoine Charles Marie Anne de ","ROBERTI, G."
7321,,"TARLIER, Jules ","WAUTERS, Alphonse."
7322,,"TARNOWSKI, Władysław ","KUNASIEWICZ, Stanisław."
7323,,"TARTT, W. M.","COLLENUCCIO, Pandolfo."
7324,,"Tasman, Abel Janszoon","SWART, Jacob "
7325,,,"STONEY, Henry Butler."
7326,,"Tasso, Torquato","REYNOLDS, Henry "
7327,,,"ARMSTRONG, John "
7328,,"TATE, Nahum.","COKAYNE, Aston "
7329,,"TATE, Nahum.","COKAYNE, Aston "
7330,,"TATE, Nahum.","Dryden, John."
7331,,"TATE, Ralph ","BLAKE, John Frederick."
7332,,"TATHAM, Emma ","EDWARDS, George H. "
7333,,"TATHAM, John ","STEPNEY, George."
7334,,,"POWELL, David Thomas."
7335,,"TAVEAU, Balthasar.","JULLIOT, Gustave."
7336,,,"WORTH, Richard Nicholls."
7337,,,"GLAS, Alexander."
7338,,"TAYLIRE, Jacob G.","K., S. P. E. C."
7339,,"TAYLOR, Alfred Dundas.","HORSBURGH, James."
7340,,"TAYLOR, Andrew ","BAYNE, Peter."
7341,,"Taylor, Ann","Taylor, Jane"
7342,,"Taylor, Bayard.","WILLIS, Nathaniel Parker."
7343,,"Taylor, Bayard.","PARDON, George Frederick."
7344,,"TAYLOR, Charles Edwin.","LINET, Ph."
7345,,"TAYLOR, Ida Scott.","BRUNDAGE, Frances."
7346,,"TAYLOR, Isaac ","Taylor, Jane"
7347,,"TAYLOR, James ","JEFFREY, Francis "
7348,,"Taylor, John","WALCOTT, Mackenzie Edward Charles."
7349,,"Taylor, John","HALLIWELL, afterwards HALLIWELL"
7350,,"TAYLOR, John Ellor.","STIMPSON, P. E."
7351,,"TAYLOR, Philip Meadows ","SELL, Frank Reginald."
7352,,"TAYLOR, Tom ","WILLIAMS, Henry Llewellyn."
7353,,"TAYLOR, William Cooke.","HENRY, Caleb Sprague."
7354,,"TAYLOR, William Cooke ","Stafford, Wm. C. (William C.)"
7355,,,"Warren, John Byrne Leicester "
7356,,,"Carrington, N. T. (Noel Thomas)"
7357,,"TEJERA, Felipe.","SEIJAS, Rafael Fernando."
7358,,"TEJERA, Felipe.","SEIJAS, Rafael Fernando."
7359,,"TELEKI, Domokos ","NÉMETH, László "
7360,,,"Roberts, Margaret"
7361,,"TEMPLAR, Florence.","Vidal, Francis "
7362,,"TEMPLE, Richard ","TEMPLE, Richard Carnac "
7363,,"TEMPSKY, Gustav Ferdinand von.","BELL, James Stanislaus."
7364,,"TENAILLE DE VAULABELLE, Achille.","METTAIS, Charles."
7365,,,"SPENCE, Catherine Helen."
7366,,"Tennyson, Alfred Tennyson ","ROLFE, William James."
7367,,"TENNYSON, Alfred ","IRVING, John Henry Brodribb "
7368,,"TENNYSON, Alfred ","HUGHES, Arthur "
7369,,"Tennyson, Alfred Tennyson ","BERGH, Samuel Johannes van den."
7370,,"Tennyson, Alfred Tennyson ","DUGLIN, Emile."
7371,,"Tennyson, Alfred Tennyson ","Selwyn, William"
7372,,"TENNYSON, Alfred ","CASTELNUOVO, Enrico "
7373,,"Tennyson, Alfred Tennyson ","PAVOLINI, Paolo Emilio."
7374,,"Tennyson, Alfred Tennyson ","RHEAD, George Woolliscroft."
7375,,"TENNYSON, Alfred ","ESMARCH, Carl B."
7376,,"TENNYSON, Alfred ","HERR, H. A."
7377,,"TENNYSON, Alfred ","BOND, Anne Lydia."
7378,,"TENNYSON, Alfred ","Creswick, Thomas"
7379,,"Tennyson, Alfred Tennyson ","CANN, Theophilus C."
7380,,"TENNYSON, Alfred ","EVANS, Thomas Saunders."
7381,,"Tennyson, Alfred Tennyson ","BIAGI, Ludovico."
7382,,"Turner, Charles Tennyson","SPEDDING, James."
7383,,,"CUTHELL, Edith E."
7384,,"TEPLYAKOV, Viktor Grigor'evich.","TEPLYAKOV, Al. Gr."
7385,,,"MARSHALL, Cicely M."
7386,,"TERRELL, Thomas ","WHITE, T. L."
7387,,,"BUISSON, Ada."
7388,,"TEW, Thomas William ","HOLMES, Richard H. H."
7389,,"TEXIER, Edmond.","ROUARGUE, Émile "
7390,,"TEXIER, Edmond.","ROUARGUE, Émile "
7391,,"Thackeray, William Makepeace","SAINTSBURY, George Edward Bateman."
7392,,"Thackeray, William Makepeace","BROCK, Henry Matthew."
7393,,"Thackeray, William Makepeace","Jacobs, Joseph"
7394,,"Thackeray, William Makepeace","HAMMOND, Chris "
7395,,"Thackeray, William Makepeace","LEASK, William Keith."
7396,,"Thackeray, William Makepeace","HAMMOND, Chris "
7397,,"Thackeray, William Makepeace","HAMMOND, Chris "
7398,,,"LONGFELLOW, Samuel."
7399,,"THALY, Sigismund.","RUSHTON, William "
7400,,"THANET, Octave ","FROST, Arthur Burdett."
7401,,"THAUMAS DE LA THAUMASIÈRE, Gaspard.",IMBERT DE SAINT
7402,,,"STAYLEY, George."
7403,,"THELWALL, John ","JEFFREY, Francis "
7404,,"THELWALL, John ","RAMSEY, William "
7405,,"THELWALL, John ","RAMSEY, William "
7406,,,"MADDEN, Samuel "
7407,,,"RODD, Thomas "
7408,,,"WILLIAMS, John "
7409,,"THEVET, André.","GAFFAREL, Paul."
7410,,"THIÉBAUT DE BERNEAUD, Arsène.","JERDAN, William."
7411,,"THIERRY, Jules ","COULON, Gustave."
7412,,"THIERS, Louis Adolphe ","SHOBERL, Frederick."
7413,,"THIERS, Louis Adolphe ","DIXON, J. "
7414,,"THIERS, Louis Adolphe ","CAMPBELL, D. Forbes."
7415,,"THIERS, Louis Adolphe ","COXE, Bond."
7416,,"THIERS, Louis Adolphe ","BOWEN, Edward Ernest."
7417,,,"BICKERSTAFFE, Isaac."
7418,,,"BICKERSTAFFE, Isaac."
7419,,"THOMAS, Charles Inigo ","Ellis, Walter "
7420,,"Thomas, Chas. W.","THOMAS, W. Mathew."
7421,,"THOMAS, Joseph ","THOMAS, G. "
7422,,"THOMPSON, afterwards MEYNELL, Alice Christiana.","Butler, Elizabeth "
7423,,"THOMPSON, Jacob ","JEWITT, Llewellynn Frederick William."
7424,,"THOMPSON, Maurice.","BRIDGMAN, Lewis Jesse."
7425,,"THOMPSON, W. M. ","Bedford, Francis"
7426,,"THOMSON, Basil Home ","SIMPSON, Donald Herbert."
7427,,"Thomson, James","DOBELL, Bertram."
7428,,"THOMSON, James ","LANGWILL, R. B."
7429,,"Thomson, James","MURDOCH, Patrick."
7430,,"Thomson, James","MURDOCH, Patrick."
7431,,"Thomson, James","MURDOCH, Patrick."
7432,,"Thomson, James","BELL, Robert "
7433,,"Thomson, James","CLARKE, Charles Cowden."
7434,,"Thomson, James","Cunningham, Allan"
7435,,"Thomson, James","Cunningham, Allan"
7436,,"Thomson, James","MUSCHI, Patrizio."
7437,,"THOMSON, John ","COOPER, James Davis."
7438,,"THOMSON, John Ebenezer Honeyman.","BAKER, Leonard."
7439,,"THOMSON, Thomas ","ANNANDALE, Charles."
7440,,"THORGILSSON, Ari.","MOEBIUS, Theodor."
7441,,,"HILL, Thomas Smyth."
7442,,"THORNBURY, George Walter.","FAIRHOLT, Frederick William."
7443,,"THORNBURY, George Walter.","Walford, Edward"
7444,,"Thornbury, Walter","Walford, Edward"
7445,,"THORNTON, John Wingate.","GORGES, Ferdinando "
7446,,"THORODDSEN, Thorvaldr.","GEBHARDT, August."
7447,,"THORODE, Louis Michel.","L., E."
7448,,,"PEARD, Frances Mary."
7449,,,"NICHOLSON, Joseph Shield."
7450,,,"NICHOLSON, Joseph Shield."
7451,,,"BABINGTON, Benjamin Guy."
7452,,,"BYNG, William Bateman."
7453,,,"TRAPP, Joseph "
7454,,"THRALE, afterwards PIOZZI, Hester Lynch.",MARTINENGO
7455,,,"Braddon, M. E. (Mary Elizabeth)"
7456,,,"DOWNES, Louisa Jane Campbell."
7457,,,"MONTGOMERY, Florence."
7458,,"THRUSH, Thomas.","FABER, George Stanley."
7459,,,"BRUCE, Edward Caledon."
7460,,"TICKLEWIG, Mary Ann.","TOCKER, Mary Ann."
7461,,"Tiedemann, Adolf von.","PETERS, Carl Friedrich Hubert."
7462,,"TIKHOMIROV, Lev Aleksandrovich.","AVELING, Edward Bibbins."
7463,,"TIKHOMIROV, Lev Aleksandrovich.","AVELING, Edward Bibbins."
7464,,"Tilleard, James.","SYDOW, Emil von."
7465,,"TILLIER, Jean Baptiste de.","LUCAT, Sylvain."
7466,,"TILLOTSON, John ","Roberts, David"
7467,,"TILLOTSON, John ","Bartlett, W. H. (William Henry)"
7468,,"TILLOTSON, John ","Adlard, Henry."
7469,,,"STURGIS, Howard Overing."
7470,,,"WILSON, William "
7471,,,"COWPER, William "
7472,,"TIMKOVSKY, Egor Fedorovich.","KLAPROTH, Heinrich Julius von."
7473,,"TINDALE, Thomas Plumpton.","P., H. N."
7474,,"TIRARD, Helen Mary ","TIRARD, Nestor Isidore Charles "
7475,,"Tischendorf, Constantin von","SHUCKARD, William Edward."
7476,,"TISSOT, Victor.","POIRSON, V. A."
7477,,"TISSOT, Victor.",WILSON 
7478,,,"BARRETT, Eaton Stannard."
7479,,,"CLIFFORD, Arthur "
7480,,"TOBIN, Catherine ","TOBIN, Thomas "
7481,,,"CABANEL, Daniel."
7482,,"TODD, Amos.","PEARCE, John "
7483,,"TODD, George Eyre.","BOYD, Alexander Stuart."
7484,,"TOLOMEI, Antonio.","BONDONE, Ambrogiotto di "
7485,,,"PREST, Thomas Peckett."
7486,,"TOMES, Robert ","Perry, Matthew Calbraith"
7487,,"TOMKINSON, William.","TOMKINSON, James."
7488,,"TOMLIN, James.","TOMLIN, George Taddy."
7489,,"TOMLINS, Frederick Guest.","WORCESTER, Joseph Emerson."
7490,,"TOMLINSON, Harry ","POWELL, James "
7491,,,"HATTON, George James Finch "
7492,,,"Craik, Dinah Maria Mulock"
7493,,"TOMPKINS, Daniel D.","HASTINGS, Hugh "
7494,,,"SCOTT, Thomas "
7495,,"TONINI, Luigi.","TONINI, Carlo."
7496,,,"KIRKWOOD, Kenzie Eton."
7497,,,"MACQUOID, Katharine Sarah."
7498,,,"STAUNTON, George Thomas "
7499,,"TOPHAM, John ","BANKS, Thomas Christopher."
7500,,"TORR, A. C. ","VINCENT, William Thomas."
7501,,,"HALLIWELL, afterwards HALLIWELL"
7502,,,"Creswick, Thomas"
7503,,"TOUSSAINT, afterwards BOSBOOM, Anna Louisa Geertruida.","ROCHUSSEN, Charles."
7504,,"Towers, Richard.","COMBER, Thomas "
7505,,"TOWLE, George Makepeace.","PIZARRO, Francisco "
7506,,,"Maidment, James"
7507,,"TOWNSEND, George ","Williams, Isaac"
7508,,"TOWNSHEND, Thomas ","STOTHARD, Thomas."
7509,,"TOYTOT, Ernest de.","DARDELET, E."
7510,,"Tracy, Louis","TRIPE, L."
7511,,,"LIGHTFOOT, Catherine Anne."
7512,,"Train, George Francis","HUNT, Freeman."
7513,,,"BROOKE, Emma Frances."
7514,,,"LOMAX, Thomas Openshaw."
7515,,,"COCHRANE, Robert "
7516,,,"SALT, Henry."
7517,,,"TODD, Henry Cooke."
7518,,,"ANDERSON, John Corbet."
7519,,,"DRAKE, Marmaduke."
7520,,"TREGELLAS, John Tabois.","CARTER, Richard Harry."
7521,,"TRENCH, afterwards FARRAR, Maria Marcia Fanny.","TRENCH, Francis."
7522,,"TRENCH, Melesina ","TRENCH, Richard Chenevix "
7523,,"TRENCH, William Richard.","TRENCH, John Townsend."
7524,,"TRESCOT, William Henry.","ADAMS, John "
7525,,"TRESIDDER, Michael.","TUCKER, Marwood."
7526,,"TREUTLER, C.","LANGE, Otto "
7527,,"TREVELYAN, Paulina Jermyn ","WOOSTER, David "
7528,,"TREVELYAN, Raleigh ","TWEDDELL, John."
7529,,TREVOR,"BATTYE, Aubyn Bernard Rochford Trevor."
7530,,,"Yonge, Charlotte Mary"
7531,,,"Yonge, Charlotte Mary"
7532,,,"TRIPE, L."
7533,,,"BURGES, afterwards LAMB, James Bland "
7534,,,"LYTTELTON, William Henry "
7535,,,"EVANS, Edward "
7536,,"TRISTRAM, William Outram.","RAILTON, Herbert."
7537,,,"GOLDEN, William "
7538,,"TROBRIAND, Philippe Régis Denis de ","DAUCHY, George Kellogg."
7539,,,"MURRAY, Eustace Clare Grenville."
7540,,"TROLLE, Henrik af ","HÄGG, Jakob."
7541,,"Trollope, Anthony","EDWARDS, Mary Ellen."
7542,,"Trollope, Anthony","STONE, Marcus."
7543,,"Trollope, Anthony","MILLAIS, John Everett "
7544,,"Trollope, Anthony","MILLAIS, John Everett "
7545,,"Trollope, Anthony","WOODS, H. "
7546,,"TROLLOPE, Thomas Adolphus.","Trollope, Frances Milton"
7547,,"TROLLOPE, Thomas Adolphus.","Trollope, Frances Milton"
7548,,"TROMHOLT, Sophus.","SIEWERS, Carl."
7549,,"TROSÉE, J. A. G. C.","LALAING, George de "
7550,,"TROUILLAT, J.","VAUTREY, Joseph Louis."
7551,,"TROUP, John Rose.","STANLEY, Henry Morton "
7552,,,"LE FÈVRE, Raoul."
7553,,,"CAREY, Henry "
7554,,"TRUEBA Y COSÍO, Joaquin Telesforo.","MEADOWS, Joseph Kenny."
7555,,"TRUEMAN, Edwin ","MARSTON, R. Westland."
7556,,"TRUMET DE FONTARCE, Jean Baptiste.","TRUMET DE FONTARCE, Armand."
7557,,,"WARD, Edward "
7558,,,"WHITE, William "
7559,,"TSCHUDI, Friedrich von.","SCHIMPER, Wilhelm Philipp."
7560,,"TSCHUDI, Johann Jakob von.","ROSS, Thomasina."
7561,,"TUCK, George.","ARTHUR, Thomas W."
7562,,"TUCKER, Abraham.","MILDMAY, Henry Paulet St. John "
7563,,"TUCKERMAN, Charles Keating.","ZUGOMALAS, Anthony A."
7564,,"TUCKEY, James Hingston.","BARROW, John "
7565,,"TUER, Andrew White ","FAGAN, Charles Edward."
7566,,"TUFFIN, R. ","HANSCOMB, A. E."
7567,,"TUGWELL, George.","SCOUGALL, Henry Boyick."
7568,,"TUGWELL, George.","RAVENSHAW, Thomas Fitz"
7569,,"TULLIE, Isaac.","JEFFERSON, Samuel "
7570,,,"RAWLINS, Thomas "
7571,,"TUPPER, John Lucas.","ROSSETTI, William Michael."
7572,,"TURCOTTE, Louis Philippe.","CHOUINARD, Honoré Julien Jean Baptiste."
7573,,,"BERSEZIO, Vittorio "
7574,,,"PLIMSOLL, Joseph."
7575,,"TURNBULL, Jane M. E. ","TURNBULL, Marion."
7576,,"TURNER, Ellis C.","HARRINGTON, F. W."
7577,,"TURNER, George ","Tylor, Edward Burnett "
7578,,"TURNOR, Edmund ","TURNOR, Edmund "
7579,,"TUTTLE, Charles Richmond.","PENNOCK, Ames C."
7580,,"TUTTLE, Charles Richmond ","PENNOCK, Ames C."
7581,,"TUTTLE, Charles Wesley.","CHAMPERNOWNE, Francis."
7582,,"TWEDDELL, Edward Washington.","DUPEUTY, Charles Désiré "
7583,,Alec,"Nansen, Fridtjof"
7584,,,"ROBINSON, Frederick William."
7585,,,"SMEDLEY, Menella Bute."
7586,,"TWINING, Thomas ","TWINING, Thomas "
7587,,"TYERMAN, Daniel ","BENNET, George "
7588,,"Tylor, Edward Burnett ","KARŁOWICZ, Jan."
7589,,"TYNT, Richard ","RAG, Jack "
7590,,"TYRRELL, Henry ","HAUKEIL, Henry A."
7591,,"TYSON, Philip T.","DERBY, George Horatio."
7592,,"TYSZKIEWICZ, Eustachy ",E. T.
7593,,"TYTLER, Alexander Fraser ","NARES, Edward."
7594,,"TYTLER, Patrick Fraser.","REID, Alexander "
7595,,"TYTLER, Patrick Fraser.","REID, Alexander "
